period10,0.972059,0.902365,0.00147059,0.972059,0.00299076,0.909471,0.972059,0.853059,0.824853,0.00314952,0.00178091,0.00164606,0.00164606,0.00164606,0.00314952,0.00195573,0.716449,0.0144579,0.00178091,0.00163277,0.00178091,0.00178091,0.00183542,0.00183542,0.00163277,0.675325,0.854128,0.641324,0.519365,0.643989,0.518222,0.896575,0.572905,0.0478432,0.420339,0.0726494,0.759466,0.150452,0.344492,0.36593,0.766603,0.384941,0.324559,0.336405,0.77695,0.262773,0.710637,0.377469,0.437126
period11,0.986154,0.958712,0.00153846,0.986154,0.00305116,0.946823,0.986154,0.9169,0.901938,0.00343983,0.00187715,0.00172329,0.00172329,0.00172329,0.00343983,0.00206105,0.831724,0.0213965,0.00187715,0.00170814,0.00187715,0.00187715,0.00192258,0.00192258,0.00170814,0.182288,0.363238,0.363221,0.317461,0.56302,0.218595,0.639587,0.519753,0.655797,0.5557,0.496787,0.880863,0.627184,0.78617,0.304241,0.17344,0.537774,0.306847,0.663952,0.0869457,0.284965,0.213966,0.574707,0.263163
period12,0.985938,0.973479,0.0015625,0.985938,0.00309842,0.961196,0.985938,0.961196,0.961196,0.0053823,0.00209232,0.00176846,0.00176846,0.00176846,0.0053823,0.00229367,0.891485,0.167386,0.00209232,0.00173658,0.00209232,0.00209232,0.00198868,0.00198868,0.00173658,0.59701,0.599924,0.591362,0.450015,0.544565,0.743161,0.401618,0.0862665,0.744616,0.229962,0.692685,0.500667,0.219098,0.429223,0.361169,0.461059,0.209584,0.201953,0.404692,0.429458,0.318383,0.679734,0.57725,0.232912
period13,0.985484,0.97263,0.0016129,0.985484,0.00319749,0.959963,0.985484,0.959963,0.959963,0.00555204,0.00215915,0.00182534,0.00182534,0.00182534,0.00555204,0.0023668,0.919065,0.202686,0.00215915,0.00179249,0.00215915,0.00215915,0.00205245,0.00205245,0.00179249,0.460937,0.196357,0.557319,0.417917,0.405303,0.420045,0.356778,0.100764,0.0704628,0.642389,0.408882,0.687775,0.304663,0.588406,0.615234,0.30512,0.200431,0.191307,0.421783,0.48231,0.860414,0.193772,0.727045,0.301618
period14,0.984483,0.970758,0.00172414,0.984483,0.00341592,0.957246,0.984483,0.957246,0.957246,0.0059258,0.0023065,0.00195081,0.00195081,0.00195081,0.0059258,0.00252801,0.930164,0.279799,0.0023065,0.00191586,0.0023065,0.0023065,0.0021931,0.0021931,0.00191586,0.417611,0.480591,0.513724,0.539312,0.510436,0.643646,0.862033,0.168572,0.701425,0.198107,0.0798288,0.368223,0.790854,0.504544,0.570046,0.361758,0.654379,0.63056,0.700169,0.626939,0.482472,0.371329,0.212648,0.477645
period15,0.982353,0.966782,0.00196078,0.982353,0.00387973,0.951486,0.982353,0.951486,0.951486,0.00671707,0.00261932,0.00221758,0.00221758,0.00221758,0.00671707,0.00287013,0.92089,0.332879,0.00261932,0.00217819,0.00261932,0.00261932,0.00249196,0.00249196,0.00217819,0.257558,0.544185,0.776511,0.370731,0.594424,0.350949,0.89219,0.472042,0.226459,0.547545,0.430775,0.0883589,0.542968,0.0924281,0.31594,0.355506,0.330799,0.527508,0.426107,0.671903,0.461676,0.379127,0.294725,0.551278
period16,0.999604,0.980901,0.00208333,0.99805,0.00247789,1,0.996243,0.996017,0.977597,0.00427695,0.00250212,0.00232833,0.00232833,0.00232833,0.00427695,0.00274406,1,0.420319,0.00250212,0.00231132,0.00250212,0.00250212,0.00259236,0.00259236,0.00231132,0.340999,0.25264,0.69431,0.240808,0.310026,0.329789,0.819349,0.564761,0.156701,0.484643,0.360482,0.111599,0.411928,0.146284,0.615106,0.27593,0.702262,0.477961,0.518473,0.343125,0.269067,0.240824,0.437706,0.279001
period17,0.999514,0.977074,0.0025,0.997641,0.00297318,1,0.995443,0.995157,0.973085,0.00512421,0.00299961,0.00279246,0.00279246,0.00279246,0.00512421,0.00328821,1,0.504205,0.00299961,0.00277227,0.00299961,0.00299961,0.00310739,0.00310739,0.00277227,0.400516,0.18324,0.397697,0.713494,0.363481,0.78311,0.61382,0.237739,0.407709,0.0282651,0.743062,0.356656,0.774921,0.412152,0.366079,0.584851,0.482658,0.477013,0.429095,0.490426,0.405765,0.362361,0.526459,0.330694
period18,1,1,0.034375,0.997031,0.0051162,1,0.994225,0.994127,0.96684,0.0365511,0.00493546,0.00360312,0.00360312,0.00360312,0.0063374,0.0042131,1,0.599014,0.00493546,0.00347405,0.00373894,0.00373894,0.00388813,0.00388813,0.00347405,0.801958,0.303212,0.172489,0.344279,0.140032,0.554288,0.231898,0.65898,0.215498,0.464449,0.131028,0.703445,0.477534,0.729897,0.120017,0.368749,0.123749,0.64207,0.191362,0.420383,0.439446,0.424777,0.111092,0.215095
period19,1,1,0.0407407,0.996445,0.00606159,1,0.993054,0.992913,0.960647,0.0430728,0.00583413,0.00426551,0.00426551,0.00426551,0.00749328,0.00498192,1,0.672693,0.00583413,0.00411446,0.00442528,0.00442528,0.00460086,0.00460086,0.00411446,0.0859624,0.0247959,0.488752,0.581198,0.424816,0.5046,0.502071,0.24863,0.189948,0.882426,0.467266,0.493398,0.391067,0.489118,0.291371,0.490573,0.336526,0.496273,0.775148,0.449196,0.473957,0.458172,0.448779,0.414931
