0,0
0,0
125,130
1967,2054
2871,3276
3207,3562
3124,3562
2801,3562
3057,3562
3138,3354
3126,3302
3045,3224
3048,3224
2947,3172
2848,3042
2615,2782
2364,2496
2265,2288
1885,1976
1678,1690
1316,1378
1016,1066
816,858
617,650
543,572
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
83,155
