period7,1,1,1,1,0.573514,0.0494524,0.0405621,0.0234928,0.0494524,0.00100013,0.162944,0.0948174,0.00121296,0.00100013,0.00107858,0.000628294,0.422162,0.446088,0.000958329,0.00100013,0.00060712,0.00060712,0.000570125,0.000628294,0.000628294,0.000614924,0.000900144,0.000602961,0.249641,0.153769,0.12194,0.491202,0.480543,0.338924,0.399052,0.451128,0.848299,0.517841,0.459943,0.622747,0.556411,0.199613,0.299437,0.178311,0.551727,0.456298,0.212913
period8,1,1,1,1,0.573514,0.0493293,0.0404624,0.0369239,0.290527,0.00630667,0.213706,0.140161,0.00108987,0.00630667,0.00106528,0.000616048,0.432973,0.504924,0.000957274,0.00102437,0.00082232,0.00397565,0.000568906,0.000616048,0.000616048,0.000613602,0.000919829,0.000602856,0.759558,0.261772,0.582238,0.462498,0.613234,0.747643,0.632709,0.729891,0.562535,0.328342,0.324777,0.655577,0.575787,0.365051,0.602529,0.631236,0.318725,0.441539,0.455977
period9,1,1,1,1,0.726842,0.0481537,0.0443262,0.0364125,0.35144,0.156063,0.315228,0.201153,0.00109199,0.0165204,0.00105991,0.000616259,0.447895,0.508313,0.00538422,0.00101572,0.0211459,0.00918018,0.000568927,0.000616259,0.000616259,0.000613067,0.000914418,0.000776668,0.649729,0.634009,0.299505,0.61612,0.226634,0.225012,0.480417,0.517659,0.600899,0.39365,0.529694,0.497876,0.381159,0.23058,0.146595,0.627025,0.276123,0.674963,0.78805
period10,1,1,1,1,0.901562,0.0632739,0.0447981,0.0367945,0.389702,0.318928,0.548731,0.272859,0.00109718,0.0266513,0.00106493,0.000616776,0.448437,0.60732,0.00543587,0.00101301,0.208567,0.0142768,0.000568979,0.000616776,0.000616776,0.000613567,0.000918461,0.000779224,0.623183,0.571178,0.688304,0.445648,0.369013,0.422764,0.399168,0.359028,0.413283,0.531651,0.620398,0.444673,0.534939,0.424112,0.431,0.275515,0.326188,0.531942,0.859731
period11,1,1,1,1,0.995288,0.978909,0.986783,1,0.423999,0.386971,1,0.803788,0.000589148,0.0390748,0.00903151,0.00056623,0.446114,0.907896,0.2781,0.00102359,0.312751,0.0303003,0.00056395,0.00056623,0.00056623,0.00140618,0.0111111,0.00732463,0.23415,0.0893661,0.760628,0.135092,0.165543,0.297429,0.639483,0.0784894,0.371405,0.584858,0.722237,0.121232,0.643717,0.699821,0.730527,0.25649,0.571395,0.255005,0.427492
period12,1,1,1,1,0.997622,0.988162,0.98718,1,0.427341,0.373613,1,0.878417,0.000580657,0.044889,0.0045503,0.000586859,0.455556,0.942779,0.183982,0.00105918,0.353013,0.0359401,0.000587476,0.000586859,0.000586859,0.000981723,0.0111111,0.00412073,0.687032,0.519253,0.669733,0.527569,0.157585,0.535485,0.64766,0.237515,0.599995,0.511543,0.422302,0.286483,0.364269,0.528248,0.416973,0.354505,0.511432,0.623777,0.230004
period13,1,1,1,1,0.997746,0.988844,0.987437,1,0.538251,0.401993,1,0.911644,0.000576839,0.04499,0.00117896,0.000586479,0.455556,0.965065,0.0787855,0.00105114,0.365026,0.0410186,0.000587438,0.000586479,0.000586479,0.000646372,0.0111111,0.00149098,0.275307,0.0156737,0.664328,0.558957,0.917917,0.93772,0.473064,0.909134,0.521436,0.586901,0.660478,0.437656,0.478478,0.550863,0.514095,0.533467,0.44953,0.479828,0.0787693
period14,1,1,1,1,0.997646,0.98862,0.987427,1,0.76544,0.414018,1,0.934,0.000577783,0.061585,0.00104898,0.000586573,0.455556,0.976054,0.235628,0.0010106,0.393286,0.0420971,0.000587447,0.000586573,0.000586573,0.000633444,0.0111111,0.00140577,0.451689,0.377903,0.403393,0.693012,0.828439,0.896242,0.0788675,0.635241,0.344495,0.408029,0.420698,0.368902,0.331079,0.747614,0.126129,0.278625,0.620471,0.695746,0.430715
period15,1,1,1,1,0.999058,0.998982,1,1,0.833159,0.414721,1,1,0.000610379,0.0897304,0.00105053,0.00063872,1,0.987775,0.555446,0.00109647,0.392509,0.0572184,0.000641537,0.00063872,0.00063872,0.000682481,0.00909091,0.069567,0.494427,0.651183,0.0982086,0.823933,0.41938,0.423461,0.526318,0.542958,0.635611,0.547238,0.660932,0.617948,0.528716,0.480654,0.459467,0.626517,0.683276,0.628254,0.335755
period16,1,1,1,1,0.999096,0.999055,1,1,0.870223,0.41788,1,1,0.0253084,0.166618,0.00143445,0.00111157,1,0.9874,0.679817,0.0746935,0.406973,0.0845082,0.000716544,0.00111157,0.00111157,0.000748636,0.00714286,0.128157,0.224247,0.960287,0.951968,0.11022,0.438065,0.243613,0.613022,0.194399,0.737615,0.744818,0.802343,0.456732,0.385469,0.856757,0.541409,0.197744,0.538302,0.43619,0.494674
period17,1,1,1,1,0.999223,0.999062,1,1,0.888207,0.525527,1,1,0.16827,0.328148,0.00161338,0.00122166,1,0.975096,0.737273,0.217122,0.398436,0.201764,0.000742525,0.00122166,0.00122166,0.000781454,0.00588235,0.136094,0.517279,0.409405,0.292999,0.268996,0.55192,0.0710855,0.866955,0.673043,0.617709,0.452291,0.84293,0.736155,0.548648,0.600011,0.397085,0.702324,0.612446,0.694786,0.565601
period18,1,1,1,1,0.999165,0.999014,1,1,0.904769,0.62254,1,1,0.265848,0.473996,0.00177741,0.00799058,1,0.979537,0.781905,0.278188,0.389607,0.321799,0.00107899,0.00134439,0.00134439,0.000856804,0.00588235,0.161427,0.391775,0.266922,0.158182,0.155675,0.68441,0.686809,0.328305,0.68941,0.115928,0.598774,0.518567,0.222035,0.382415,0.648108,0.158837,0.427397,0.714946,0.843769,0.877079
period19,1,1,1,1,0.999161,0.998996,1,1,0.91975,0.70394,1,1,0.321712,0.60255,0.00184311,0.0157426,1,0.985388,0.770192,0.327349,0.432442,0.525098,0.00650135,0.00144426,0.00144426,0.000912893,0.00434783,0.153491,1,0.772185,0.808185,0.839629,0.499324,0.277487,0.363953,0.129386,0.265123,0.540689,0.314648,0.766653,0.271291,0.17765,0.0915371,0.462801,0.817981,0.28718,0.0840641
period20,1,1,1,1,0.999045,0.999054,1,1,0.906067,0.729942,1,1,0.402275,0.687602,0.00207575,0.0268342,1,0.982917,0.790526,0.357353,0.429607,0.605455,0.00823305,0.0100727,0.0100727,0.0010605,0.0305556,0.105556,1,0.0489468,0.288519,0.145314,0.288665,1,0.511504,0.328592,0.455975,0.331791,0.611386,0.832891,0.295288,0.367911,0.28724,0.632847,0.509025,0.609304,0.395022
period21,1,1,1,1,0.999998,0.997877,1,1,1,1,1,1,1,0.999018,0.00185185,0.0944444,1,1,0.812222,1,0.560714,1,0.0182026,0.0203704,0.0759259,0.00111803,0.087234,0.100434,1,0.473706,0.492859,0.468221,0.300707,1,0.339698,0.170779,0.460595,0.267271,0.218949,0.484158,0.0996527,0.524802,0.468238,0.803939,0.157942,0.665835,0.53658
period22,1,1,1,1,0.999997,0.990953,1,1,1,1,1,1,1,0.998933,0.00178571,0.212281,1,1,0.812222,1,0.54881,1,0.0351385,0.0368421,0.124561,0.00112925,0.122414,0.100468,1,0.515297,0.354779,0.651546,0.220456,1,0.453297,0.498034,0.627304,0.199244,0.388319,0.703826,0.526225,0.607728,0.353977,0.477526,0.374214,0.445221,0.300433
